symptom_text,prognosis
"On rare occasions, I pee with blood in it and have mild nausea. Help! I also occasionally experience high nighttime temperatures and a dreadful urine odour.",Urinary Tract Infection
"My lower abdomen hurts, and when I urinate, it feels like it's exploding. I've been having low body temps ever since I started having these new symptoms. Because of this, I've been weak.",Urinary Tract Infection
"Blood is in my pee, and I have a low body temperature. I have practically continual headaches and often strong, uncontrollable need to urinate. In addition, I've started having lower back pain.",Urinary Tract Infection
"I've had low temps and bloody urine for the past four days. My pee smells terrible, and my head hurts like hell. I scarcely have any control over when I urinate, and the urges strike without warning.",Urinary Tract Infection
"I regularly vomit and get pelvic pain. There is occasionally blood in my pee, and it occasionally has an absolutely intolerable odour. I occasionally have trouble falling asleep because of my migraines.",Urinary Tract Infection
"I need to relieve myself regularly, but I can't seem to get my bladder to empty. On sometimes, I get intense, uncontrollable urges to urinate, along with dark or red urine.",Urinary Tract Infection
"My spirits have been incredibly low, and my pee smells awful. My kidney region hurts a lot, and I can't seem to hold my urine in. I get these unreasonable urges all the time.",Urinary Tract Infection
"I have to go to the bathroom a lot, but generally only a few drops of urine come out. I have severe stomach pains and an overwhelming want to urinate.",Urinary Tract Infection
"My urine often has a weird odour, is crimson or black in colour, and both. My body's temperature has been fluctuating often, which typically keeps me up at night.",Urinary Tract Infection
I noticed blood in my urinating. I occasionally feel sick after urinating. I frequently feel as though I have a fever.,Urinary Tract Infection
"My pee has a strong odour and a hazy look. Since these symptoms started, I've had high temperatures and frequent nighttime urges to urinate.",Urinary Tract Infection
I occasionally urinate with blood in it and feel a little queasy. Help! I also occasionally get horrible pee odours and excessive overnight temps.,Urinary Tract Infection
"My lower abdomen aches, and it feels like it may explode when I urinate. Since I began experiencing these new symptoms, my body temperature has been consistently low. That's why I've been weak.",Urinary Tract Infection
"In the last four days, I've experienced low temperatures and blood in my pee. My head hurts so much and my urine smells awful. The desires to urinate seldom come on cue, and I hardly ever have any control over when they do.",Urinary Tract Infection
"My pee frequently has an odd smell and is either red or black, or both. The frequent changes in my body temperature usually keep me awake at night.",Urinary Tract Infection
My pee smells strongly and seems cloudy. I've had fevers and frequent overnight urination needs ever since these symptoms began.,Urinary Tract Infection
"I've had low temps and blood in my urine for the past three days. My pee smells terrible, and my head hurts so much. Urinary urges seldom occur on cue, and I almost never have any control over when they do.",Urinary Tract Infection
"I have a runny nose and I am sneezing all the time. My eyes are itchy and often watery, and I am coughing all the time. My head hurts and all the time",Allergy
I have sore throat and I am sneezing all the time. Sometimes I have swelling on my face like my lips and near my eyes. I just cant stop sneezing once I start sneezing,Allergy
I hace difficulty in breething and shortness of breath. I cough uncontrollably and get itchy eyes and swelling on my face and other body parts,Allergy
I have a nasal congestion and blocked nose. Sometimes at night I have chest pain and tightness. I have also lost my sense of smell and taste,Allergy
I have asthma like symptoms like wheezing and difficulty breathing. I often get fever and have headaches. I feel tired all the time,Allergy
"I feel tired all the time, I have lost my taste and have a really sore throat. I also get feverish and often have muscle aches. Sometimes my whole body just cramps up",Allergy
I have been experiencing a loss of appetite and have difficulty swallowing food. I have been suffering from sore throat and runnny nose also.,Allergy
"I feel fatigued all the time, and have a tingling sensation in my throat. I have also developed flaky skin. Sometimes I get puffy eyes and sometimes puffs up too.",Allergy
"I have stomach cramps, nausea and diarrhea. My throat is swollen, and I have difficulty breathing. Sometimes at night night I get chest pain and nauseous.",Allergy
I have itchy and red skin. Sometimes these result in flaking. My face and lips puff up and causes a lot of inconvinience. I get watery eyes sometimes and headches when the puffing gets severe,Allergy
"I often sneeze and have a runny nose. My eyes are scratchy and frequently runny, and I frequently cough. My head hurts constantly.",Allergy
"I often sneeze and have a sore throat. My lips and the area around my eyes occasionally swell. Once I start sneezing, I just can't stop.",Allergy
"I have trouble breathing and get short of breath. I have a dry, hacking cough, itchy eyes, and swelling all over my face and body.",Allergy
I have a plugged nose and nasal congestion. I occasionally have stiffness and chest discomfort at night. I've also lost my ability to taste and smell.,Allergy
"I get symptoms of asthma, such as wheezing and breathing problems. I frequently have headaches and fever. All the time, I feel exhausted.",Allergy
"I always feel exhausted, have bad taste, and have an extremely scratchy throat. I also have muscular pain and heat. My entire body simply cramps up occasionally.",Allergy
"I've been losing my appetite, and I also have trouble swallowing. My nose has been running, and I have a sore throat.",Allergy
I'm always worn out and experiencing a tingle in my throat. I've also started to have dry skin. My eyes occasionally swell up,Allergy
"I feel queasy, nauseous, and dizzy. I have a swelling throat and am having breathing issues. I occasionally have chest discomfort and nausea at night.",Allergy
"My skin is red and scratchy. These can occasionally flake. My cheeks and lips swell, which is really annoying. I occasionally have headaches and runny eyes because to the puffing.",Allergy
"I frequently sneeze, and my nose runs. I constantly cough, and my eyes are sore and watery. My head hurts all the time.",Allergy
I have a sore throat and frequently sneeze. Sometimes the skin around my eyes and my lips swells. I just can't stop sneezing once I get going.,Allergy
"I have respiratory issues and experience breathlessness. My face and torso are swollen, my eyes are itching, and I have a dry, hacking cough.",Allergy
"I have nasal congestion and a blocked nose. On occasion, during the night, I have stiffness and chest pain. Additionally, I've lost my senses of taste and smell.",Allergy
"I get breathing issues and wheezing, which are asthma symptoms. I regularly have fevers and headaches. I constantly feel worn out.",Allergy
"I always feel worn out, have unpleasant taste in my mouth, and have a really itchy throat. My muscles are also hot and hurting. Sometimes my whole body just cramps up.",Allergy
"Along with losing my appetite, I've been having swallowing issues. I have a sore throat, and my nose has been running.",Allergy
I always feel exhausted and have a tickle in my throat. My skin has also started to feel dry. I occasionally get ocular swelling.,Allergy
"I'm dizzy, nauseated, and shaky. I'm having trouble breathing since my throat is swollen. On occasion, throughout the night, my chest hurts and I feel sick.",Allergy
"My skin is irritated and inflamed. Sometimes, they can flake. My lips and cheeks expand, and it is really unpleasant. Because of the puffing, I occasionally have headaches and wet eyes.",Allergy
"My nose runs and I sneeze a lot. My eyes are wet and hurt, and I cough all the time. My head aches constantly.",Allergy
"I sneeze a lot and have a sore throat. My lips and the skin surrounding my eyes will occasionally swell. Once I start, I just can't stop sneezing.",Allergy
"I have breathing problems and become out of breath easily. My eyes ache, I have a dry, hacking cough, and my face and body are bloated.",Allergy
I have a plugged nose and nasal congestion. I occasionally have stiffness and chest discomfort during the night. I've also lost my ability to smell and taste.,Allergy
"I get wheezing and breathing difficulties, which are asthma symptoms. I frequently have headaches and fever. I'm continuously exhausted.",Allergy
"I always feel exhausted, have a bad taste in my mouth, and my throat itches a lot. Also heated and painful are my muscles. My entire body can cramp up at times.",Allergy
"I've been losing my appetite and having trouble swallowing. My nose has been running, and I have a sore throat.",Allergy
I always get a tickle in my throat and feel fatigued. My skin has begun to feel dry as well. I have ocular edema on occasion.,Allergy
"I feel queasy, sick, and wobbly. My throat is enlarged and making it difficult for me to breathe. My chest occasionally pains all through the night, and I occasionally feel ill.",Allergy
My skin is swollen and itchy. They may occasionally flake. It hurts a lot when my cheeks and lips swell. I occasionally get headaches and watery eyes from the puffing.,Allergy
"I sneeze a lot and my nose is running. My eyes ache and are damp, and I frequently croak. My head hurts all the time.",Allergy
"I have a sore throat and a lot of sneezing. There are times when the skin around my eyes and my lips swell. I find that once I start, I just cannot stop.",Allergy
"I have trouble breathing and easily get out of breath. My face and torso are swollen, my eyes hurt, and I have a dry, hacking cough.",Allergy
"I have nasal congestion and a blocked nose. On occasion, during the night, I have stiffness and chest pain. I've also lost my senses of taste and smell.",Allergy
"I get breathing issues and wheezing, which are asthma symptoms. I regularly have fevers and headaches. I'm always worn out.",Allergy
"I frequently have exhaustion, a terrible taste in my mouth, and throat itchiness. My muscles are also burning and uncomfortable. Sometimes I have cramps all throughout my body.",Allergy
"My appetite has decreased, and I've been having swallowing issues. I have a sore throat, and my nose has been running.",Allergy
"My throat always tickles, and I'm worn out. Additionally, my skin has started to feel dry. Ocular inflammation occasionally affects me.",Allergy
"I'm nauseous, ill, and shaky. I have a huge throat, which makes it tough for me to breathe. I occasionally have nighttime chest aches and occasional sickness.",Allergy
"My skin is itching and swollen. Sometimes, they could flake. My lips and cheeks swelling aches a lot. The puffing occasionally gives me headaches and runny eyes.",Allergy
I often get aburning sensation in my throat while and especially after eating. Sometimes this also leaves a sour or bitter taste in my mouth and I get nauseos beacuse of this,Gastroesophageal Reflux Disease
"I have heartburn and indigestion. I often vomit whatever I eat and have difficultly swallowing food, beacuse the food gets stuck in my throat. I have a nagging pain in my upper abdomen",Gastroesophageal Reflux Disease
"I have frequent belching and burping. I have chest pain that often radiates to the back of my neck, jaw and arm. I get a feeling of tightness and pressure on my chest",Gastroesophageal Reflux Disease
"I have a persistent sour taste in my mouth, even when I haven't eaten anything acidic. I get frequent hiccups and a feeling of lump in my throat.",Gastroesophageal Reflux Disease
"I have a chronic bad breath and a sour taste in my mouth, It sometimes gets difficult to swallow food because of this tingling sensation in my throat",Gastroesophageal Reflux Disease
"I get frequent heartburn and indigestion, especially eating spicy foods or fatty foods. I get chest pain that gets worse when I lie down or bend over. I also often have chest pain",Gastroesophageal Reflux Disease
"I have a loss of appetite and difficulty swallowing. I often have this persistent feeling of fullness, even after eating small meals. I usually throw up and get heartburn and a tingling sensation in my throat",Gastroesophageal Reflux Disease
"I have a sore throat or hoarseness, especially in the morning. I have a chronic nagging pain in my throat and bad breath. I also have frequent belching",Gastroesophageal Reflux Disease
"I have a feeling of food or acid backing up into my throat. I chest pain which gets worse if I lie down. I get frequent heartburn or indigestion, after eating food and vomit it out",Gastroesophageal Reflux Disease
I feel uneasiness after eating and usually vomit whatever I've eaten. I always have this pain in my abdomen and have really bad acid reflux,Gastroesophageal Reflux Disease
"My throat frequently feels like it is burning, especially after eating. Additionally, I occasionally get a sour or bitter aftertaste, which causes me to feel queasy.",Gastroesophageal Reflux Disease
"I have indigestion and heartburn. I frequently vomit everything I eat, and I have trouble swallowing food because it gets caught in my throat. My upper abdomen is bothering me.",Gastroesophageal Reflux Disease
"My burping and belching are frequent. I frequently get chest discomfort that spreads to the back of my neck, jaw, and arm. I have pressure and tension in my chest.",Gastroesophageal Reflux Disease
"Even when I don't have anything acidic in my stomach, I constantly have a sour taste in my mouth. I frequently have hiccups and a lump in my throat.",Gastroesophageal Reflux Disease
"I always have foul breath and a sour taste in my mouth, and occasionally, the tingling in my throat makes it difficult to swallow meals.",Gastroesophageal Reflux Disease
"I frequently have heartburn and indigestion, particularly after consuming spicy or fatty foods. When I lie down or stoop over, my chest discomfort worsens. My chest hurts quite a bit too.",Gastroesophageal Reflux Disease
"I don't feel like eating, and swallowing is challenging. Even after eating little meals, I frequently get this lingering sense of fullness. Typically, I have heartburn, nausea, and tingling in my throat.",Gastroesophageal Reflux Disease
"I often wake up with a sore throat or a scratchy voice. My throat hurts constantly, and I also have poor breath. I also frequently burp.",Gastroesophageal Reflux Disease
"I feel as though acid or food is backing up into my throat. My chest hurts, and lying down makes it worse. After eating, I frequently have heartburn or indigestion and throw up.",Gastroesophageal Reflux Disease
"After eating, I get queasy and frequently throw up everything I've eaten. I always get severe abdominal ache and have terrible acid reflux.",Gastroesophageal Reflux Disease
"Especially after eating, my throat regularly feels like it is burning. I also occasionally get a bitter or sour aftertaste, which makes me feel sick.",Gastroesophageal Reflux Disease
"I have heartburn and indigestion. I regularly vomit everything I eat, and food gets stuck in my throat, making it difficult for me to swallow. I have a pain in my upper abdomen.",Gastroesophageal Reflux Disease
"Belching and burping are common in me. I often get chest pain that radiates to the back of my neck, my jaw, and my arm. In my chest, there is pressure and stress.",Gastroesophageal Reflux Disease
"I get a sour taste in my mouth all the time, even when there is nothing acidic in my stomach. I often get the hiccups and have a lump in my throat.",Gastroesophageal Reflux Disease
"I periodically find it challenging to swallow food due to the tingling in my throat, bad breath, and bad taste in my mouth.",Gastroesophageal Reflux Disease
" regularly have indigestion and heartburn, especially after eating spicy or fatty foods. My chest pain is worse when I hunch over or lie down. Additionally, my chest hurts a lot.",Gastroesophageal Reflux Disease
"I'm not in the mood to eat, and swallowing is difficult. I often have this lingering feeling of fullness even after little meals. My typical symptoms include heartburn, nausea, and throat tingling.",Gastroesophageal Reflux Disease
I frequently get a scratchy voice or a painful throat when I wake up. I have bad breath and a continual sore throat. I also vomit a lot.,Gastroesophageal Reflux Disease
My throat feels as though food or acid is backing up. Lying down only makes my chest pain more. I regularly have heartburn or indigestion after eating and puke up.,Gastroesophageal Reflux Disease
I often feel sick after eating and puke up the entire meal. I constantly get excruciating acid reflux and severe stomach pain.,Gastroesophageal Reflux Disease
"My throat often feels like it is burning, especially after eating. A bitter or sour aftertaste that I occasionally experience also makes me feel unwell.",Gastroesophageal Reflux Disease
"I have indigestion and heartburn. I frequently vomit everything I eat, and it is hard for me to swallow since food gets caught in my throat. My upper abdomen is in discomfort.",Gastroesophageal Reflux Disease
"My tendency is to belch and burp frequently. I frequently get chest pain that spreads to my arm, jaw, and the back of my neck. There is pressure and stress in my chest.",Gastroesophageal Reflux Disease
"Even when I don't have anything acidic in my stomach, I constantly have a sour taste in my mouth. I frequently have a lump in my throat and the hiccups.",Gastroesophageal Reflux Disease
"Periodically, the tingling in my throat, poor breath, and bad taste in my mouth make it difficult for me to swallow meals.",Gastroesophageal Reflux Disease
"I routinely experience heartburn and indigestion, particularly after consuming spicy or fatty foods. When I lean forward or lie down, my chest discomfort becomes worse. My chest hurts a lot as well.",Gastroesophageal Reflux Disease
"I don't feel like eating, and swallowing is challenging. Even after little meals, I frequently get this lingering sensation of fullness. My normal symptoms include nausea, heartburn, and tingling in my throat.",Gastroesophageal Reflux Disease
"I regularly wake up with a scratchy voice or a sore throat. My throat is constantly irritated, and I have horrible breath. I frequently throw up.",Gastroesophageal Reflux Disease
"It feels like food or acid is backing up in my throat. My chest discomfort only becomes worse while I'm lying down. After eating, I frequently have heartburn or indigestion and throw up.",Gastroesophageal Reflux Disease
"After eating, I frequently feel unwell and throw up the entire meal. I suffer from painful acid reflux and excruciating stomach discomfort all the time.",Gastroesophageal Reflux Disease
"Especially after eating, my throat frequently feels scorching. I occasionally get a bitter or sour aftertaste that makes me feel sick.",Gastroesophageal Reflux Disease
"I have heartburn and indigestion. I regularly throw up everything I eat, and swallowing is difficult for me since food gets stuck in my throat. I'm experiencing pain in my upper abdomen.",Gastroesophageal Reflux Disease
"I have a tendency to burp and belch regularly. I often get chest discomfort that radiates to my arm, jaw, and neck. My chest feels tight and stressed.",Gastroesophageal Reflux Disease
"I always get a sour taste in my mouth, even when I don't have anything acidic in my stomach. I regularly have the hiccups and a knot in my throat.",Gastroesophageal Reflux Disease
"I occasionally have trouble swallowing food because of the tingling in my throat, terrible breath, and bad taste in my mouth.",Gastroesophageal Reflux Disease
"I frequently have indigestion and heartburn, especially after eating spicy or fatty foods. My chest hurts when I lean forward or while I'm lying down. Additionally, my chest hurts a lot.",Gastroesophageal Reflux Disease
I regularly feel sick after eating and puke up the entire meal. I constantly get horrible acid reflux agony and stomach discomfort.,Gastroesophageal Reflux Disease
"My throat often feels like it's on fire, especially after eating. I occasionally get an aftertaste that is sour or bitter and makes me feel nauseous.",Gastroesophageal Reflux Disease
"I have a metallic taste in my mouth, and also have a sense of change of taste and smell. Sometimes get very unbearable joint pain and muscle pain",Drug Reaction
"I have headaches and migraines, have been having difficulty sleeping. I have been having muscle twitching and tremors. Sometimes I get lightheaded",Drug Reaction
I have fever and feel very dizzy and lightheaded. My heart is beating very fast and I feel very confused. I am not able to think very clearing and everything feels very foggy,Drug Reaction
I have rashes on my skin and these flake off from time to time. This leaves me prone to infection. My fingers start twitching and sometimes I experience tremors.,Drug Reaction
I feel very nauseous and have chest pain. Recently I have been experiencing chest pain. I feel very uneasy and often sweat profusely,Drug Reaction
"I have itching all over my body, and rashes in my chest and back. I get flaky skin from time to time and often this leaves marks on my body.",Drug Reaction
I have hair loss and there is a significant change in the texture of my hair. I have  dry and itchy sclap and increased dandruff. My skin is also getting very dry,Drug Reaction
I am experiencing a decrease in my sex drive and difficulty to fucntion sexually. I feel very light headed and confused and often experince brain fog,Drug Reaction
I am experiencing changes in my menstrual cycle and unexpected vaginal discharge. I often get mood swings and feel agitated from time to time,Drug Reaction
I have experinenced significant weight gain and become very obese. I have changes in my appetite and cravings for different foods,Drug Reaction
I have difficulty in maintianing concentration and very low mental clarity. I often forget things and in general have difficulty remembering things,Drug Reaction
"In addition to experiencing a change in taste and fragrance, I also have a metallic aftertaste in my tongue. occasionally get excruciating joint and muscular pain",Drug Reaction
"I suffer migraines and headaches, and I've been having trouble falling asleep. My muscles have been trembling and twitching. I sometimes feel dizzy.",Drug Reaction
"I'm feeling really lightheaded and dizzy when I have a temperature. My mind is completely muddled, and my heart is racing. I find it difficult to think clearly, and everything seems quite hazy.",Drug Reaction
"My skin occasionally peels off the rashes that I have. This makes me more vulnerable to infections. My hands begin to shake, and occasionally I have tremors.",Drug Reaction
I have severe nausea and chest discomfort. I have been having chest discomfort lately. I often shiver a lot and feel really nervous.,Drug Reaction
"I have rashes in my chest and back and itch all over my body. I occasionally have flaky skin, which frequently creates markings on my body.",Drug Reaction
"My hair's texture has significantly changed, and I'm experiencing hair loss. My scalp is dry and itching, and my dandruff is becoming worse. My skin is also becoming really dry.",Drug Reaction
"My sex desire has decreased, and I'm finding it harder to function sexually. I regularly have brain fog and feel quite dizzy and disoriented.",Drug Reaction
"My monthly cycle has changed, and I've had an unexpected vaginal discharge. I frequently experience mood swings and experience occasional agitation.",Drug Reaction
"I've gained a lot of weight and am now quite fat. My appetite varies, and I have desires for various things.",Drug Reaction
"I struggle to maintain focus, and my mental clarity is really poor. I have trouble remembering things and frequently forget stuff.",Drug Reaction
My tongue also has a metallic aftertaste in addition to a change in taste and scent. occasionally get acute muscle and joint ache,Drug Reaction
"I have headaches and migraines, and I have been having difficulties sleeping. My entire body has been shaking and twitching. Sometimes I become lightheaded.",Drug Reaction
"When I have a fever, I feel quite woozy and lightheaded. My heart is pounding, and my head is absolutely foggy. My ability to think properly is impaired, and everything appears to be somewhat blurry.",Drug Reaction
"My rashes occasionally cause my skin to peel off. I'm more susceptible to illnesses as a result. I start to tremble sometimes, and my hands start to shake.",Drug Reaction
"Both chest pain and extreme nausea are present. Recently, my chest has been hurting. I frequently shiver a lot and am really anxious.",Drug Reaction
"My body itches all over, and I have rashes on my back and chest. My skin can be flaky on sometimes, which commonly results in body marks.",Drug Reaction
"I'm losing hair, and my hair's texture has considerably altered. My dandruff is becoming worse, and my dry, itchy scalp. My skin is getting quite dry as well.",Drug Reaction
"My desire for sex has dropped, and I'm having trouble having sex. I frequently get brain fog, as well as feeling somewhat bewildered.",Drug Reaction
"I've noticed a difference in my monthly cycle and an unexpected vaginal discharge. I become irritable every now and again, and my moods swing a lot.",Drug Reaction
I have put on a lot of weight and am now very obese. I have different urges and different appetites.,Drug Reaction
I have terrible mental clarity and find it difficult to stay focused. I regularly forget things and have problems remembering things.,Drug Reaction
"Along with a change in taste and smell, my tongue also has a metallic aftertaste. occasionally get severe joint and muscular pain",Drug Reaction
"I suffer migraines and headaches, and I've been having trouble falling asleep. My whole body has been trembling and shivering. At times, I have dizziness.",Drug Reaction
"I am quite queasy and dizzy when I have a temperature. My brain is completely cloudy, and my heart is racing. I'm having trouble thinking straight, and everything seems a little fuzzy.",Drug Reaction
"Sometimes my skin starts to flake off from my rashes. I'm more prone to becoming sick as a result. On occasion, my hands begin to quiver and I begin to tremble.",Drug Reaction
There is severe nausea and chest discomfort. My chest has been aching lately. I'm really nervous and shiver a lot of the time.,Drug Reaction
"I have rashes on my back and chest, and my entire body itches. My skin may be dry and flaky at times, which frequently leaves body marks.",Drug Reaction
"I'm shedding hair, and the texture of my hair has changed significantly. My dry, itchy scalp and dandruff are becoming worse. My skin is also becoming pretty dry.",Drug Reaction
"I no longer want to have sex, and it's difficult for me to do so. I regularly have brain fog and a sense of confusion.",Drug Reaction
"My monthly cycle has changed, and I've had an unexpected vaginal discharge. I occasionally lose my temper, and my moods change a lot.",Drug Reaction
I've gained a lot of weight and am currently quite fat. I have many inclinations and cravings.,Drug Reaction
I have awful mental clarity and have trouble focusing. I frequently forget things and struggle with memory.,Drug Reaction
"My tongue also changes in taste and scent, leaving a metallic aftertaste. can have excruciating joint and muscle pain",Drug Reaction
"I have headaches and migraines, and I have been having difficulties sleeping. I've been shaking and shivering all over. Sometimes I become lightheaded.",Drug Reaction
"When I have a temperature, I feel pretty nauseous and lightheaded. My heart is pounding, and my mind is absolutely foggy. Everything feels a little hazy to me, and I'm having difficulties thinking clearly.",Drug Reaction
"My rashes occasionally cause my skin to start to fall off. I'm more likely to get ill as a result. My hands occasionally start to tremble, and I start to shake.",Drug Reaction
"Chest pain and severe nausea are present. Recently, my chest has been hurting. I tremble a lot and am quite anxious.",Drug Reaction
"My entire body itches, and I have rashes on my back and chest. Sometimes my skin might be dry and flaky, which often results in body stains.",Drug Reaction
"I have a burning sensation in my upper abdomen, ofetn between or at night. I have heartburn and indigestion and often feel very nauseous",Peptic Ulcer Disease
I have bloating and a feeling of uneasiness. I have been experiencing weight loss and a loss of appetite. Sometimes I have dark and tarry stools and blood in my vomit,Peptic Ulcer Disease
I have difficulty swallowing food and often get a sensation of the food getting stuck in my throat. I have constant belching and bloating. There is a persitent sour taste in my mouth,Peptic Ulcer Disease
I have been having bloody stools which has resulted in bloos loss and loss of iron. Thiis has caused me anemia and I feel very weak in general,Peptic Ulcer Disease
"I have persistant, gnawing hunger and apetite. Sometimes I get abdominal cramps and spasms. There is bloating and gas after eating which causes me a great deal of uneasiness",Peptic Ulcer Disease
"I have changes in my bowel movements, such as constipation and diarrhea. I have a loss of appetite and energy and often feel very fatigued",Peptic Ulcer Disease
I have abdominal pain and it gets only worse if I bend over or lie down. I feel discomfort when I eat certain foods such as spicy or acidic food. Sometimes I get loose stools because of this,Peptic Ulcer Disease
I have difficulty sleeping due to abdominal pain or discomfort. I have a loss of appetite and feel fatigued after going to the bathroom. I feel very tited all the time,Peptic Ulcer Disease
I have a sour acidic taste in my mouth. I have frequent belching and burping. I have a feeling of pressure or fullness in my upper abdomen that last for a few hours,Peptic Ulcer Disease
I have unintended weight loss and difficulty gaining weight. I have pain and discomfort that is relieved by taking antacids. My mouth tastes very bad,Peptic Ulcer Disease
"Occasionally throughout the day or at night, I have burning in my upper abdomen. I get indigestion, heartburn, and frequent bouts of extreme nausea.",Peptic Ulcer Disease
"Bloating and unease are both present in me. I've been losing weight and losing interest in food. I occasionally get tarry, black stools and vomit that contains blood.",Peptic Ulcer Disease
"I have trouble swallowing, and I frequently feel like food is getting stuck in my throat. I feel bloated and belch constantly. I always get a sour taste in my mouth.",Peptic Ulcer Disease
"My bloody stools have caused me to lose iron and bloos, among other things. I now have anaemia from this, and I generally feel quite weak.",Peptic Ulcer Disease
"My hunger and appetite are persistent and ravenous. Periodically, my stomach may cramp and spasm. After eating, I have bloating and gas, which makes me quite uncomfortable.",Peptic Ulcer Disease
"My bowel motions have changed; they've been constipated and diarrhoeal. I lack energy, appetite, and frequently feel really exhausted.",Peptic Ulcer Disease
"I have stomach ache, and bending over or lying down just makes it worse. When I consume certain meals, such as spicy or acidic cuisine, I have discomfort. This sometimes causes me to have loose stools.",Peptic Ulcer Disease
"I have trouble falling or staying asleep because of stomach ache. After using the restroom, I feel drained and lose my appetite. I constantly feel really anxious.",Peptic Ulcer Disease
"My mouth is filled with a sour, acidic flavour. My burping and belching are frequent. For a few hours, I get pressure or fullness in my upper belly.",Peptic Ulcer Disease
I lose weight unintentionally and find it challenging to acquire weight. I use antacids to ease the pain and discomfort I experience. My mouth feels horrible.,Peptic Ulcer Disease
"I occasionally have burning in my upper abdomen throughout the day or at night. I get heartburn, indigestion, and regular episodes of severe nausea.",Peptic Ulcer Disease
"I feel bloated and uneasy at the same time. I've been losing weight, and I no longer like eating. I occasionally get bloody vomit and dark, tarry stools.",Peptic Ulcer Disease
I often feel like food is getting caught in my throat and have problems swallowing. I feel bloated and frequently belch. I constantly have a bitter aftertaste.,Peptic Ulcer Disease
"I've lost a lot of stuff because of my bloody stools, including iron and bloos. Because of this, I now have anaemia and usually feel fairly weak.",Peptic Ulcer Disease
"My appetite and chronic hunger are both ferocious. My stomach may occasionally ache and spasm. I have gas and bloating after eating, which is really painful.",Peptic Ulcer Disease
My bowel movements have become constipated and diarrheal. I often feel quite tired and lack both energy and appetite.,Peptic Ulcer Disease
"Bending down or reclining down only makes my stomach feel more. I have pain after eating some foods, such as hot or acidic food. I occasionally get loose stools as a result of this.",Peptic Ulcer Disease
"Due to a stomach discomfort, I have problems sleeping or staying asleep. I am exhausted after using the bathroom and lose my appetite. I'm quite nervous all the time.",Peptic Ulcer Disease
"A sour, acidic taste is all over my mouth. Belching and burping are common in me. I have pressure or fullness in my upper abdomen for a few hours.",Peptic Ulcer Disease
"I unknowingly lose weight and find it difficult to gain weight. To relieve the pain and discomfort I feel, I take antacids. My mouth hurts so much.",Peptic Ulcer Disease
"On occasion, throughout the day or at night, I have burning in my upper abdomen. I frequently get extreme nauseous episodes, heartburn, and indigestion.",Peptic Ulcer Disease
"I have both bloating and unease. I no longer like eating because I've been losing weight. I sometimes vomit blood and have tarry, black stools.",Peptic Ulcer Disease
I frequently get swallowing issues and the sensation that food is getting stuck in my throat. I regularly belch and feel bloated. My aftertaste is unpleasant all the time.,Peptic Ulcer Disease
"My bloody stools have caused me to lose a lot of things, including iron and bloos. I now have anaemia as a result, and I typically feel rather weak.",Peptic Ulcer Disease
"Both my appetite and ongoing hunger are fierce. There are times when my stomach hurts and cramps. Following a meal, I have very painful gas and bloating.",Peptic Ulcer Disease
Constipated and diarrheal bowel motions have been happening to me. I frequently have a lack of energy and appetite.,Peptic Ulcer Disease
"My stomach only feels worse when I stoop or recline. After eating particular meals, such as spicy or acidic cuisine, I have discomfort. This occasionally causes me to have loose stools.",Peptic Ulcer Disease
"I have a stomach ache that keeps me from falling or staying asleep. After using the restroom, I feel worn out and lose interest in food. I'm constantly pretty anxious.",Peptic Ulcer Disease
"My mouth is filled with an acidic, sour flavour. Burping and belching are frequent in me. For a few hours, my upper abdomen has felt pressured or full.",Peptic Ulcer Disease
I inadvertently lose weight and have a hard time gaining it back. I use antacids to get rid of the pain and discomfort I experience. It aches so much in my mouth.,Peptic Ulcer Disease
"I occasionally have burning in my upper abdomen throughout the day or at night. I regularly get severe heartburn, indigestion, and nausea.",Peptic Ulcer Disease
"I'm feeling both bloated and uneasy. Because I've been losing weight, I no longer like eating. I occasionally get tarry, black stools and blood in my vomit.",Peptic Ulcer Disease
"I regularly have trouble swallowing, and I sometimes feel like food is becoming trapped in my throat. I frequently feel bloated and belch. Every time, I have a bad aftertaste.",Peptic Ulcer Disease
"I've lost a lot of stuff because of my bloody stools, including iron and bloos. As a result, I now have anaemia and generally feel rather weak.",Peptic Ulcer Disease
I have a strong appetite and am constantly hungry. My stomach occasionally aches and cramps. I have really painful gas and bloating after eating.,Peptic Ulcer Disease
I've been experiencing bowel movements that are both constipated and diarrhoeic. I often lack the will to eat and energy.,Peptic Ulcer Disease
"Only when I hunch down or lie down does my stomach hurt more. I have pain after eating certain foods, such as hot or acidic food. I occasionally get loose stools as a result of this.",Peptic Ulcer Disease
I can't get to sleep or remain asleep because I have a stomach pain. I get exhausted after using the bathroom and stop being hungry. I worry a lot of the time.,Peptic Ulcer Disease
"My mouth is filled with a sour, acidic flavour. I have frequent belching and burping. My upper abdomen has felt pressed in or full for the past few hours.",Peptic Ulcer Disease
"I unintentionally lose weight and find it challenging to gain it back. To relieve the pain and discomfort I feel, I take antacids. My mouth hurts so severely right now.",Peptic Ulcer Disease
I have increased thirst and frequent urination. I often have a dry mouth and throat. Recently I have been having increased hunger and appetite,Diabetes
I have blurred vision and it only seems to be getting worse. I feel fatigued and tired all the time. I also feel very dizzy and light headed at times,Diabetes
I have a dry mouth and throat. I also have been experiencing an increased appetite and hunger. However I do feel very tired at times,Diabetes
